member #,member name,topic
1099,Andrew Glass,Image and Video Retrieval
1099,Andrew Glass,Rule Mining and Pattern Mining
1099,Andrew Glass,Graph-Based Machine Learning
1099,Andrew Glass,Engineering Multiagent Systems
1099,Andrew Glass,Constraint Programming
1100,Patricia Price,Databases
1100,Patricia Price,Computer Games
1100,Patricia Price,Discourse and Pragmatics
1100,Patricia Price,Time-Series and Data Streams
1100,Patricia Price,Cognitive Science
1100,Patricia Price,Evolutionary Learning
1100,Patricia Price,Internet of Things
1101,Melissa Harrison,Efficient Methods for Machine Learning
1101,Melissa Harrison,Semi-Supervised Learning
1101,Melissa Harrison,Machine Learning for Robotics
1101,Melissa Harrison,Social Sciences
1101,Melissa Harrison,Stochastic Models and Probabilistic Inference
1102,Zachary Fleming,Planning and Machine Learning
1102,Zachary Fleming,Computer Vision Theory
1102,Zachary Fleming,"Transfer, Domain Adaptation, and Multi-Task Learning"
1102,Zachary Fleming,Representation Learning for Computer Vision
1102,Zachary Fleming,Satisfiability Modulo Theories
1102,Zachary Fleming,Adversarial Attacks on NLP Systems
1102,Zachary Fleming,Uncertainty Representations
1102,Zachary Fleming,Mining Spatial and Temporal Data
1102,Zachary Fleming,Scene Analysis and Understanding
1103,Julie Freeman,Machine Ethics
1103,Julie Freeman,Meta-Learning
1103,Julie Freeman,Language and Vision
1103,Julie Freeman,Case-Based Reasoning
1103,Julie Freeman,Fuzzy Sets and Systems
1103,Julie Freeman,Fair Division
1103,Julie Freeman,Quantum Machine Learning
1103,Julie Freeman,Motion and Tracking
1104,Joshua Schmidt,Sports
1104,Joshua Schmidt,Constraint Learning and Acquisition
1104,Joshua Schmidt,Swarm Intelligence
1104,Joshua Schmidt,"Geometric, Spatial, and Temporal Reasoning"
1104,Joshua Schmidt,"Segmentation, Grouping, and Shape Analysis"
1105,Jason Lambert,Human-Robot/Agent Interaction
1105,Jason Lambert,Bayesian Networks
1105,Jason Lambert,Cognitive Science
1105,Jason Lambert,Smart Cities and Urban Planning
1105,Jason Lambert,Graphical Models
1106,Travis Black,Logic Foundations
1106,Travis Black,Philosophy and Ethics
1106,Travis Black,Knowledge Representation Languages
1106,Travis Black,Social Networks
1106,Travis Black,Adversarial Attacks on NLP Systems
1107,Julie Burgess,Other Topics in Uncertainty in AI
1107,Julie Burgess,Mining Spatial and Temporal Data
1107,Julie Burgess,Economics and Finance
1107,Julie Burgess,Activity and Plan Recognition
1107,Julie Burgess,Economic Paradigms
1107,Julie Burgess,Robot Rights
1107,Julie Burgess,Automated Learning and Hyperparameter Tuning
1108,David Hayes,Planning and Decision Support for Human-Machine Teams
1108,David Hayes,Computational Social Choice
1108,David Hayes,Hardware
1108,David Hayes,"Continual, Online, and Real-Time Planning"
1108,David Hayes,Constraint Learning and Acquisition
1108,David Hayes,Kernel Methods
1108,David Hayes,Mechanism Design
1108,David Hayes,Robot Manipulation
1109,Paula Gomez,Cognitive Modelling
1109,Paula Gomez,Bioinformatics
1109,Paula Gomez,Learning Human Values and Preferences
1109,Paula Gomez,Robot Rights
1109,Paula Gomez,Multimodal Perception and Sensor Fusion
1109,Paula Gomez,Multi-Robot Systems
1109,Paula Gomez,Distributed CSP and Optimisation
1109,Paula Gomez,Bayesian Learning
1110,Sharon Smith,Scene Analysis and Understanding
1110,Sharon Smith,Internet of Things
1110,Sharon Smith,Case-Based Reasoning
1110,Sharon Smith,Software Engineering
1110,Sharon Smith,Ontology Induction from Text
1110,Sharon Smith,Non-Monotonic Reasoning
1110,Sharon Smith,"Constraints, Data Mining, and Machine Learning"
1110,Sharon Smith,Preferences
1110,Sharon Smith,Artificial Life
1111,Tonya Robinson,Active Learning
1111,Tonya Robinson,Arts and Creativity
1111,Tonya Robinson,Web Search
1111,Tonya Robinson,Kernel Methods
1111,Tonya Robinson,Efficient Methods for Machine Learning
1111,Tonya Robinson,Large Language Models
1112,Kimberly Lambert,Description Logics
1112,Kimberly Lambert,Economic Paradigms
1112,Kimberly Lambert,Search and Machine Learning
1112,Kimberly Lambert,Privacy-Aware Machine Learning
1112,Kimberly Lambert,Satisfiability
1113,Cheryl Burns,Mobility
1113,Cheryl Burns,Web and Network Science
1113,Cheryl Burns,Cognitive Science
1113,Cheryl Burns,"Graph Mining, Social Network Analysis, and Community Mining"
1113,Cheryl Burns,"Geometric, Spatial, and Temporal Reasoning"
1113,Cheryl Burns,Meta-Learning
1113,Cheryl Burns,Decision and Utility Theory
1114,Johnathan Williamson,Multimodal Learning
1114,Johnathan Williamson,Planning under Uncertainty
1114,Johnathan Williamson,Machine Learning for NLP
1114,Johnathan Williamson,Mechanism Design
1114,Johnathan Williamson,Search in Planning and Scheduling
1114,Johnathan Williamson,User Modelling and Personalisation
1114,Johnathan Williamson,Knowledge Compilation
1114,Johnathan Williamson,Machine Learning for Robotics
1114,Johnathan Williamson,Constraint Programming
1115,Glenn Ferguson,Evolutionary Learning
1115,Glenn Ferguson,Biometrics
1115,Glenn Ferguson,"Conformant, Contingent, and Adversarial Planning"
1115,Glenn Ferguson,"Continual, Online, and Real-Time Planning"
1115,Glenn Ferguson,Vision and Language
1115,Glenn Ferguson,Ontologies
1115,Glenn Ferguson,Conversational AI and Dialogue Systems
1115,Glenn Ferguson,Adversarial Attacks on NLP Systems
1116,Donald Harris,"Graph Mining, Social Network Analysis, and Community Mining"
1116,Donald Harris,Spatial and Temporal Models of Uncertainty
1116,Donald Harris,"Conformant, Contingent, and Adversarial Planning"
1116,Donald Harris,Stochastic Optimisation
1116,Donald Harris,Summarisation
1116,Donald Harris,Real-Time Systems
1116,Donald Harris,Arts and Creativity
1117,Eugene Wolfe,Social Sciences
1117,Eugene Wolfe,Other Topics in Multiagent Systems
1117,Eugene Wolfe,Unsupervised and Self-Supervised Learning
1117,Eugene Wolfe,Rule Mining and Pattern Mining
1117,Eugene Wolfe,Privacy and Security
1117,Eugene Wolfe,Image and Video Retrieval
1117,Eugene Wolfe,Scalability of Machine Learning Systems
1117,Eugene Wolfe,Clustering
1117,Eugene Wolfe,Multiagent Planning
1117,Eugene Wolfe,Other Topics in Planning and Search
1118,Kenneth Salinas,Recommender Systems
1118,Kenneth Salinas,Kernel Methods
1118,Kenneth Salinas,Human-Machine Interaction Techniques and Devices
1118,Kenneth Salinas,Verification
1118,Kenneth Salinas,Evolutionary Learning
1118,Kenneth Salinas,Motion and Tracking
1118,Kenneth Salinas,Causality
1118,Kenneth Salinas,Multilingualism and Linguistic Diversity
1118,Kenneth Salinas,Multimodal Learning
1118,Kenneth Salinas,Transportation
1119,Ryan Rivers,Computational Social Choice
1119,Ryan Rivers,Routing
1119,Ryan Rivers,Other Multidisciplinary Topics
1119,Ryan Rivers,Answer Set Programming
1119,Ryan Rivers,Neuro-Symbolic Methods
1119,Ryan Rivers,Graph-Based Machine Learning
1119,Ryan Rivers,"Localisation, Mapping, and Navigation"
1119,Ryan Rivers,Case-Based Reasoning
1120,Amy Nguyen,Robot Planning and Scheduling
1120,Amy Nguyen,Databases
1120,Amy Nguyen,Multimodal Perception and Sensor Fusion
1120,Amy Nguyen,Ontologies
1120,Amy Nguyen,Fuzzy Sets and Systems
1120,Amy Nguyen,Responsible AI
1120,Amy Nguyen,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
1120,Amy Nguyen,Local Search
1120,Amy Nguyen,Multimodal Learning
1121,Jennifer Morris,Humanities
1121,Jennifer Morris,Learning Human Values and Preferences
1121,Jennifer Morris,Computer Vision Theory
1121,Jennifer Morris,Relational Learning
1121,Jennifer Morris,Mobility
1122,Joseph Aguirre,Entertainment
1122,Joseph Aguirre,Machine Learning for Robotics
1122,Joseph Aguirre,Non-Probabilistic Models of Uncertainty
1122,Joseph Aguirre,Optimisation for Robotics
1122,Joseph Aguirre,Stochastic Models and Probabilistic Inference
1122,Joseph Aguirre,Graphical Models
1123,Tammy Thomas,Image and Video Retrieval
1123,Tammy Thomas,Clustering
1123,Tammy Thomas,Federated Learning
1123,Tammy Thomas,Blockchain Technology
1123,Tammy Thomas,Sports
1123,Tammy Thomas,Multimodal Perception and Sensor Fusion
1123,Tammy Thomas,"Localisation, Mapping, and Navigation"
1123,Tammy Thomas,"Constraints, Data Mining, and Machine Learning"
1123,Tammy Thomas,Routing
1123,Tammy Thomas,Planning under Uncertainty
1124,Kristina Clarke,Data Compression
1124,Kristina Clarke,Artificial Life
1124,Kristina Clarke,Learning Preferences or Rankings
1124,Kristina Clarke,Automated Reasoning and Theorem Proving
1124,Kristina Clarke,"Communication, Coordination, and Collaboration"
1125,Jesse Martin,Automated Reasoning and Theorem Proving
1125,Jesse Martin,Causality
1125,Jesse Martin,Explainability and Interpretability in Machine Learning
1125,Jesse Martin,Unsupervised and Self-Supervised Learning
1125,Jesse Martin,Search in Planning and Scheduling
1125,Jesse Martin,"Graph Mining, Social Network Analysis, and Community Mining"
1126,Michael Brown,"Model Adaptation, Compression, and Distillation"
1126,Michael Brown,Agent Theories and Models
1126,Michael Brown,Bioinformatics
1126,Michael Brown,Preferences
1126,Michael Brown,Information Retrieval
1126,Michael Brown,Explainability and Interpretability in Machine Learning
1126,Michael Brown,Behaviour Learning and Control for Robotics
1127,Robyn Madden,Planning and Decision Support for Human-Machine Teams
1127,Robyn Madden,Machine Learning for Computer Vision
1127,Robyn Madden,Other Topics in Uncertainty in AI
1127,Robyn Madden,Big Data and Scalability
1127,Robyn Madden,Multi-Robot Systems
1127,Robyn Madden,Text Mining
1127,Robyn Madden,Graph-Based Machine Learning
1128,Amy Perez,Machine Learning for Robotics
1128,Amy Perez,Stochastic Models and Probabilistic Inference
1128,Amy Perez,Knowledge Acquisition and Representation for Planning
1128,Amy Perez,Language and Vision
1128,Amy Perez,Conversational AI and Dialogue Systems
1128,Amy Perez,Economic Paradigms
1129,Kathleen Jackson,Discourse and Pragmatics
1129,Kathleen Jackson,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
1129,Kathleen Jackson,Sequential Decision Making
1129,Kathleen Jackson,Uncertainty Representations
1129,Kathleen Jackson,Natural Language Generation
1129,Kathleen Jackson,"Constraints, Data Mining, and Machine Learning"
1129,Kathleen Jackson,Bioinformatics
1129,Kathleen Jackson,Computer Vision Theory
1129,Kathleen Jackson,Commonsense Reasoning
1130,Alicia Harrington,Uncertainty Representations
1130,Alicia Harrington,Ontologies
1130,Alicia Harrington,Other Topics in Humans and AI
1130,Alicia Harrington,Reinforcement Learning Theory
1130,Alicia Harrington,"Belief Revision, Update, and Merging"
1130,Alicia Harrington,Summarisation
1130,Alicia Harrington,Knowledge Compilation
1130,Alicia Harrington,Quantum Computing
1130,Alicia Harrington,Aerospace
1130,Alicia Harrington,Automated Reasoning and Theorem Proving
1131,Anthony Thomas,Agent Theories and Models
1131,Anthony Thomas,Entertainment
1131,Anthony Thomas,"Segmentation, Grouping, and Shape Analysis"
1131,Anthony Thomas,Transportation
1131,Anthony Thomas,Distributed CSP and Optimisation
1131,Anthony Thomas,Scalability of Machine Learning Systems
1131,Anthony Thomas,Web Search
1131,Anthony Thomas,"AI in Law, Justice, Regulation, and Governance"
1132,Robert Ward,Evaluation and Analysis in Machine Learning
1132,Robert Ward,"Energy, Environment, and Sustainability"
1132,Robert Ward,"Coordination, Organisations, Institutions, and Norms"
1132,Robert Ward,Preferences
1132,Robert Ward,Global Constraints
1132,Robert Ward,Life Sciences
1133,Shannon Lee,Heuristic Search
1133,Shannon Lee,Learning Theory
1133,Shannon Lee,Genetic Algorithms
1133,Shannon Lee,Cognitive Robotics
1133,Shannon Lee,Sequential Decision Making
1133,Shannon Lee,Planning and Decision Support for Human-Machine Teams
1133,Shannon Lee,Robot Planning and Scheduling
1133,Shannon Lee,Unsupervised and Self-Supervised Learning
1133,Shannon Lee,Robot Manipulation
1133,Shannon Lee,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
1134,Erica Martinez,Human Computation and Crowdsourcing
1134,Erica Martinez,"Localisation, Mapping, and Navigation"
1134,Erica Martinez,Other Multidisciplinary Topics
1134,Erica Martinez,Decision and Utility Theory
1134,Erica Martinez,Robot Planning and Scheduling
1135,Brandon Clark,Optimisation in Machine Learning
1135,Brandon Clark,Relational Learning
1135,Brandon Clark,"Continual, Online, and Real-Time Planning"
1135,Brandon Clark,"Phonology, Morphology, and Word Segmentation"
1135,Brandon Clark,3D Computer Vision
1135,Brandon Clark,Uncertainty Representations
1135,Brandon Clark,Summarisation
1135,Brandon Clark,Federated Learning
1135,Brandon Clark,Ontology Induction from Text
1135,Brandon Clark,"Transfer, Domain Adaptation, and Multi-Task Learning"
1136,Michael Huff,Adversarial Search
1136,Michael Huff,Semi-Supervised Learning
1136,Michael Huff,Interpretability and Analysis of NLP Models
1136,Michael Huff,Intelligent Database Systems
1136,Michael Huff,Knowledge Acquisition
1136,Michael Huff,Behavioural Game Theory
1137,Kristin Haynes,Planning and Machine Learning
1137,Kristin Haynes,Cyber Security and Privacy
1137,Kristin Haynes,Non-Probabilistic Models of Uncertainty
1137,Kristin Haynes,Environmental Impacts of AI
1137,Kristin Haynes,Mining Semi-Structured Data
1137,Kristin Haynes,Automated Reasoning and Theorem Proving
1137,Kristin Haynes,Adversarial Attacks on NLP Systems
1137,Kristin Haynes,Voting Theory
1137,Kristin Haynes,"Geometric, Spatial, and Temporal Reasoning"
1137,Kristin Haynes,Economics and Finance
1138,Erica Taylor,Robot Planning and Scheduling
1138,Erica Taylor,Neuro-Symbolic Methods
1138,Erica Taylor,Philosophical Foundations of AI
1138,Erica Taylor,Language and Vision
1138,Erica Taylor,Graphical Models
1139,Katrina Jimenez,Satisfiability Modulo Theories
1139,Katrina Jimenez,"Understanding People: Theories, Concepts, and Methods"
1139,Katrina Jimenez,Knowledge Compilation
1139,Katrina Jimenez,Planning and Machine Learning
1139,Katrina Jimenez,Physical Sciences
1139,Katrina Jimenez,Multi-Class/Multi-Label Learning and Extreme Classification
1139,Katrina Jimenez,Blockchain Technology
1139,Katrina Jimenez,Entertainment
1140,Scott Perez,Sentence-Level Semantics and Textual Inference
1140,Scott Perez,Fairness and Bias
1140,Scott Perez,"AI in Law, Justice, Regulation, and Governance"
1140,Scott Perez,Kernel Methods
1140,Scott Perez,Human-Robot Interaction
1140,Scott Perez,Machine Ethics
1141,Laura Larsen,Cognitive Robotics
1141,Laura Larsen,Mining Semi-Structured Data
1141,Laura Larsen,Economic Paradigms
1141,Laura Larsen,"AI in Law, Justice, Regulation, and Governance"
1141,Laura Larsen,Description Logics
1141,Laura Larsen,Lifelong and Continual Learning
1141,Laura Larsen,Behavioural Game Theory
1141,Laura Larsen,"Energy, Environment, and Sustainability"
1141,Laura Larsen,Computational Social Choice
1142,Robert Barnett,Privacy in Data Mining
1142,Robert Barnett,Speech and Multimodality
1142,Robert Barnett,"Segmentation, Grouping, and Shape Analysis"
1142,Robert Barnett,"Localisation, Mapping, and Navigation"
1142,Robert Barnett,Machine Learning for Robotics
1142,Robert Barnett,Graphical Models
1142,Robert Barnett,Video Understanding and Activity Analysis
1142,Robert Barnett,Other Topics in Natural Language Processing
1142,Robert Barnett,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
1143,Michael Hines,Deep Generative Models and Auto-Encoders
1143,Michael Hines,Logic Foundations
1143,Michael Hines,Activity and Plan Recognition
1143,Michael Hines,Unsupervised and Self-Supervised Learning
1143,Michael Hines,Health and Medicine
1143,Michael Hines,Multi-Class/Multi-Label Learning and Extreme Classification
1143,Michael Hines,Causal Learning
1143,Michael Hines,"Energy, Environment, and Sustainability"
1144,Zachary Roberts,Approximate Inference
1144,Zachary Roberts,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
1144,Zachary Roberts,Transportation
1144,Zachary Roberts,Sentence-Level Semantics and Textual Inference
1144,Zachary Roberts,Answer Set Programming
1144,Zachary Roberts,Agent Theories and Models
1144,Zachary Roberts,Heuristic Search
1144,Zachary Roberts,Deep Generative Models and Auto-Encoders
1145,Eric Patterson,Qualitative Reasoning
1145,Eric Patterson,Verification
1145,Eric Patterson,"Other Topics Related to Fairness, Ethics, or Trust"
1145,Eric Patterson,Federated Learning
1145,Eric Patterson,Hardware
1145,Eric Patterson,Bayesian Learning
1146,Amy Hansen,Information Retrieval
1146,Amy Hansen,Philosophical Foundations of AI
1146,Amy Hansen,Summarisation
1146,Amy Hansen,Quantum Computing
1146,Amy Hansen,"AI in Law, Justice, Regulation, and Governance"
1146,Amy Hansen,Image and Video Retrieval
1146,Amy Hansen,Multi-Robot Systems
1147,Joseph Hansen,Other Topics in Natural Language Processing
1147,Joseph Hansen,Text Mining
1147,Joseph Hansen,Cyber Security and Privacy
1147,Joseph Hansen,Causality
1147,Joseph Hansen,Stochastic Optimisation
1147,Joseph Hansen,Non-Monotonic Reasoning
1147,Joseph Hansen,Combinatorial Search and Optimisation
1147,Joseph Hansen,Sports
1147,Joseph Hansen,Fuzzy Sets and Systems
1147,Joseph Hansen,Digital Democracy
1148,Alejandra Anderson,"Constraints, Data Mining, and Machine Learning"
1148,Alejandra Anderson,3D Computer Vision
1148,Alejandra Anderson,"Coordination, Organisations, Institutions, and Norms"
1148,Alejandra Anderson,Autonomous Driving
1148,Alejandra Anderson,Adversarial Learning and Robustness
1148,Alejandra Anderson,Cyber Security and Privacy
1148,Alejandra Anderson,Semantic Web
1148,Alejandra Anderson,Human-Aware Planning and Behaviour Prediction
1149,Thomas Ramirez,Other Topics in Planning and Search
1149,Thomas Ramirez,"Phonology, Morphology, and Word Segmentation"
1149,Thomas Ramirez,Societal Impacts of AI
1149,Thomas Ramirez,Web Search
1149,Thomas Ramirez,Representation Learning
1149,Thomas Ramirez,Knowledge Compilation
1149,Thomas Ramirez,Cognitive Science
1149,Thomas Ramirez,"Energy, Environment, and Sustainability"
1150,Raymond Oconnell,Sentence-Level Semantics and Textual Inference
1150,Raymond Oconnell,Online Learning and Bandits
1150,Raymond Oconnell,Knowledge Graphs and Open Linked Data
1150,Raymond Oconnell,Learning Human Values and Preferences
1150,Raymond Oconnell,Meta-Learning
1150,Raymond Oconnell,Machine Translation
1150,Raymond Oconnell,Societal Impacts of AI
1150,Raymond Oconnell,Mixed Discrete and Continuous Optimisation
1151,Jeffrey Williams,Other Multidisciplinary Topics
1151,Jeffrey Williams,Online Learning and Bandits
1151,Jeffrey Williams,Mining Spatial and Temporal Data
1151,Jeffrey Williams,Computer Vision Theory
1151,Jeffrey Williams,Search in Planning and Scheduling
1151,Jeffrey Williams,Other Topics in Natural Language Processing
1151,Jeffrey Williams,Randomised Algorithms
1151,Jeffrey Williams,Databases
1151,Jeffrey Williams,Qualitative Reasoning
1152,Tammy Wilson,"Human-Computer Teamwork, Team Formation, and Collaboration"
1152,Tammy Wilson,Machine Translation
1152,Tammy Wilson,Other Topics in Multiagent Systems
1152,Tammy Wilson,Data Compression
1152,Tammy Wilson,Other Multidisciplinary Topics
1152,Tammy Wilson,Ontology Induction from Text
1153,Daniel Moses,Computer Games
1153,Daniel Moses,Bayesian Learning
1153,Daniel Moses,Markov Decision Processes
1153,Daniel Moses,Knowledge Representation Languages
1153,Daniel Moses,Logic Programming
1154,Cody Valdez,Privacy-Aware Machine Learning
1154,Cody Valdez,Engineering Multiagent Systems
1154,Cody Valdez,Deep Neural Network Algorithms
1154,Cody Valdez,Argumentation
1154,Cody Valdez,Adversarial Attacks on CV Systems
1154,Cody Valdez,Online Learning and Bandits
1154,Cody Valdez,Information Retrieval
1155,Elizabeth Paul,Privacy and Security
1155,Elizabeth Paul,Mining Spatial and Temporal Data
1155,Elizabeth Paul,Vision and Language
1155,Elizabeth Paul,Classical Planning
1155,Elizabeth Paul,Autonomous Driving
1155,Elizabeth Paul,Privacy-Aware Machine Learning
1155,Elizabeth Paul,Argumentation
1155,Elizabeth Paul,Causality
1155,Elizabeth Paul,Other Topics in Constraints and Satisfiability
1156,Erika Thompson,Sequential Decision Making
1156,Erika Thompson,Computer Games
1156,Erika Thompson,"Conformant, Contingent, and Adversarial Planning"
1156,Erika Thompson,Image and Video Retrieval
1156,Erika Thompson,Mixed Discrete and Continuous Optimisation
1157,Kristen Carter,Aerospace
1157,Kristen Carter,Scheduling
1157,Kristen Carter,Recommender Systems
1157,Kristen Carter,Qualitative Reasoning
1157,Kristen Carter,Visual Reasoning and Symbolic Representation
1158,Stacy Shaw,Natural Language Generation
1158,Stacy Shaw,Probabilistic Programming
1158,Stacy Shaw,Physical Sciences
1158,Stacy Shaw,Case-Based Reasoning
1158,Stacy Shaw,Human-in-the-loop Systems
1158,Stacy Shaw,Planning and Decision Support for Human-Machine Teams
1159,Mr. Mike,Adversarial Search
1159,Mr. Mike,Fuzzy Sets and Systems
1159,Mr. Mike,"Human-Computer Teamwork, Team Formation, and Collaboration"
1159,Mr. Mike,Reinforcement Learning Theory
1159,Mr. Mike,Dynamic Programming
1159,Mr. Mike,Software Engineering
1159,Mr. Mike,Multiagent Planning
1159,Mr. Mike,Mining Semi-Structured Data
1160,Amber Nelson,Agent-Based Simulation and Complex Systems
1160,Amber Nelson,Web Search
1160,Amber Nelson,Life Sciences
1160,Amber Nelson,Reasoning about Knowledge and Beliefs
1160,Amber Nelson,Motion and Tracking
1160,Amber Nelson,Other Multidisciplinary Topics
1160,Amber Nelson,Activity and Plan Recognition
1161,Christopher Garner,Preferences
1161,Christopher Garner,Human-in-the-loop Systems
1161,Christopher Garner,Evaluation and Analysis in Machine Learning
1161,Christopher Garner,Adversarial Attacks on NLP Systems
1161,Christopher Garner,Smart Cities and Urban Planning
1162,Dr. Elizabeth,Big Data and Scalability
1162,Dr. Elizabeth,User Modelling and Personalisation
1162,Dr. Elizabeth,Entertainment
1162,Dr. Elizabeth,Social Networks
1162,Dr. Elizabeth,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
1162,Dr. Elizabeth,Planning under Uncertainty
1162,Dr. Elizabeth,Imitation Learning and Inverse Reinforcement Learning
1162,Dr. Elizabeth,"Understanding People: Theories, Concepts, and Methods"
1162,Dr. Elizabeth,Human-Computer Interaction
1162,Dr. Elizabeth,Case-Based Reasoning
1163,Curtis Archer,Swarm Intelligence
1163,Curtis Archer,Physical Sciences
1163,Curtis Archer,"Energy, Environment, and Sustainability"
1163,Curtis Archer,Trust
1163,Curtis Archer,Privacy-Aware Machine Learning
1163,Curtis Archer,Mixed Discrete and Continuous Optimisation
1163,Curtis Archer,Marketing
1163,Curtis Archer,Digital Democracy
1163,Curtis Archer,Smart Cities and Urban Planning
1163,Curtis Archer,Large Language Models
1164,Jennifer Jones,Information Retrieval
1164,Jennifer Jones,Blockchain Technology
1164,Jennifer Jones,Computer Games
1164,Jennifer Jones,Digital Democracy
1164,Jennifer Jones,Partially Observable and Unobservable Domains
1164,Jennifer Jones,Natural Language Generation
1165,Sharon Fisher,Learning Preferences or Rankings
1165,Sharon Fisher,Big Data and Scalability
1165,Sharon Fisher,Vision and Language
1165,Sharon Fisher,Heuristic Search
1165,Sharon Fisher,Morality and Value-Based AI
1165,Sharon Fisher,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
1165,Sharon Fisher,Sequential Decision Making
1165,Sharon Fisher,Smart Cities and Urban Planning
1166,Anna Scott,Mining Spatial and Temporal Data
1166,Anna Scott,Human-in-the-loop Systems
1166,Anna Scott,Evolutionary Learning
1166,Anna Scott,Motion and Tracking
1166,Anna Scott,"Model Adaptation, Compression, and Distillation"
1167,Briana Chavez,Health and Medicine
1167,Briana Chavez,Aerospace
1167,Briana Chavez,Economic Paradigms
1167,Briana Chavez,Lexical Semantics
1167,Briana Chavez,Responsible AI
1167,Briana Chavez,Markov Decision Processes
1167,Briana Chavez,Cognitive Modelling
1167,Briana Chavez,Learning Preferences or Rankings
1167,Briana Chavez,"Graph Mining, Social Network Analysis, and Community Mining"
1168,Kathryn Martinez,Computer Games
1168,Kathryn Martinez,Data Visualisation and Summarisation
1168,Kathryn Martinez,Meta-Learning
1168,Kathryn Martinez,Other Topics in Robotics
1168,Kathryn Martinez,Learning Human Values and Preferences
1168,Kathryn Martinez,Other Multidisciplinary Topics
1168,Kathryn Martinez,Adversarial Attacks on NLP Systems
1168,Kathryn Martinez,Data Compression
1168,Kathryn Martinez,Federated Learning
1168,Kathryn Martinez,Causality
1169,Richard Mitchell,Relational Learning
1169,Richard Mitchell,Other Topics in Robotics
1169,Richard Mitchell,Summarisation
1169,Richard Mitchell,Imitation Learning and Inverse Reinforcement Learning
1169,Richard Mitchell,Explainability (outside Machine Learning)
1169,Richard Mitchell,Discourse and Pragmatics
1169,Richard Mitchell,Semi-Supervised Learning
1170,Lisa Cooper,Mining Semi-Structured Data
1170,Lisa Cooper,Meta-Learning
1170,Lisa Cooper,Probabilistic Programming
1170,Lisa Cooper,"Geometric, Spatial, and Temporal Reasoning"
1170,Lisa Cooper,Data Stream Mining
1170,Lisa Cooper,Hardware
1170,Lisa Cooper,"Belief Revision, Update, and Merging"
1170,Lisa Cooper,Multimodal Perception and Sensor Fusion
1170,Lisa Cooper,Distributed Machine Learning
1171,Jamie Horne,Automated Reasoning and Theorem Proving
1171,Jamie Horne,Non-Probabilistic Models of Uncertainty
1171,Jamie Horne,"Face, Gesture, and Pose Recognition"
1171,Jamie Horne,Imitation Learning and Inverse Reinforcement Learning
1171,Jamie Horne,Voting Theory
1172,David Hughes,Activity and Plan Recognition
1172,David Hughes,Distributed Problem Solving
1172,David Hughes,Spatial and Temporal Models of Uncertainty
1172,David Hughes,Deep Generative Models and Auto-Encoders
1172,David Hughes,Cognitive Robotics
1172,David Hughes,Game Playing
1172,David Hughes,Algorithmic Game Theory
1172,David Hughes,Robot Rights
1173,Mackenzie Brown,Web and Network Science
1173,Mackenzie Brown,"Geometric, Spatial, and Temporal Reasoning"
1173,Mackenzie Brown,Robot Manipulation
1173,Mackenzie Brown,Human-Aware Planning
1173,Mackenzie Brown,Human-in-the-loop Systems
1174,Garrett Welch,NLP Resources and Evaluation
1174,Garrett Welch,Social Networks
1174,Garrett Welch,Robot Rights
1174,Garrett Welch,Lifelong and Continual Learning
1174,Garrett Welch,Reinforcement Learning with Human Feedback
1174,Garrett Welch,Biometrics
1174,Garrett Welch,Information Retrieval
1174,Garrett Welch,Fuzzy Sets and Systems
1175,Bobby Contreras,Causal Learning
1175,Bobby Contreras,Planning under Uncertainty
1175,Bobby Contreras,Trust
1175,Bobby Contreras,Genetic Algorithms
1175,Bobby Contreras,Multi-Class/Multi-Label Learning and Extreme Classification
1175,Bobby Contreras,Behaviour Learning and Control for Robotics
1176,Samantha Small,Decision and Utility Theory
1176,Samantha Small,Sequential Decision Making
1176,Samantha Small,Question Answering
1176,Samantha Small,Intelligent Virtual Agents
1176,Samantha Small,Other Topics in Computer Vision
1177,Brian Taylor,Uncertainty Representations
1177,Brian Taylor,Neuro-Symbolic Methods
1177,Brian Taylor,Societal Impacts of AI
1177,Brian Taylor,Morality and Value-Based AI
1177,Brian Taylor,Behavioural Game Theory
1177,Brian Taylor,Data Visualisation and Summarisation
1177,Brian Taylor,Randomised Algorithms
1178,Mrs. Jennifer,Mixed Discrete/Continuous Planning
1178,Mrs. Jennifer,Explainability in Computer Vision
1178,Mrs. Jennifer,Conversational AI and Dialogue Systems
1178,Mrs. Jennifer,Visual Reasoning and Symbolic Representation
1178,Mrs. Jennifer,Distributed Machine Learning
1178,Mrs. Jennifer,Multi-Class/Multi-Label Learning and Extreme Classification
1178,Mrs. Jennifer,Medical and Biological Imaging
1178,Mrs. Jennifer,User Modelling and Personalisation
1179,Clarence Reed,Safety and Robustness
1179,Clarence Reed,Summarisation
1179,Clarence Reed,Distributed Problem Solving
1179,Clarence Reed,Consciousness and Philosophy of Mind
1179,Clarence Reed,Other Topics in Knowledge Representation and Reasoning
1179,Clarence Reed,Machine Translation
1180,Shane Rangel,Constraint Optimisation
