member #,member name,submission #,bid
1110,Sharon Smith,125,yes
1110,Sharon Smith,141,maybe
1110,Sharon Smith,218,yes
1110,Sharon Smith,232,yes
1110,Sharon Smith,259,maybe
1110,Sharon Smith,298,maybe
1110,Sharon Smith,392,yes
1110,Sharon Smith,454,yes
1110,Sharon Smith,464,maybe
1110,Sharon Smith,480,yes
1110,Sharon Smith,527,yes
1110,Sharon Smith,550,yes
1110,Sharon Smith,603,yes
1110,Sharon Smith,640,maybe
1110,Sharon Smith,702,yes
1110,Sharon Smith,828,yes
1110,Sharon Smith,850,yes
1110,Sharon Smith,882,yes
1110,Sharon Smith,948,yes
1110,Sharon Smith,977,maybe
1110,Sharon Smith,980,yes
1111,Tonya Robinson,38,yes
1111,Tonya Robinson,44,yes
1111,Tonya Robinson,46,maybe
1111,Tonya Robinson,137,maybe
1111,Tonya Robinson,244,maybe
1111,Tonya Robinson,268,yes
1111,Tonya Robinson,294,yes
1111,Tonya Robinson,309,yes
1111,Tonya Robinson,387,maybe
1111,Tonya Robinson,412,yes
1111,Tonya Robinson,473,maybe
1111,Tonya Robinson,477,maybe
1111,Tonya Robinson,546,maybe
1111,Tonya Robinson,644,yes
1111,Tonya Robinson,652,yes
1111,Tonya Robinson,662,maybe
1111,Tonya Robinson,672,yes
1111,Tonya Robinson,700,yes
1111,Tonya Robinson,784,maybe
1111,Tonya Robinson,825,maybe
1111,Tonya Robinson,862,maybe
1111,Tonya Robinson,973,maybe
1111,Tonya Robinson,989,maybe
1111,Tonya Robinson,993,maybe
1112,Kimberly Lambert,3,yes
1112,Kimberly Lambert,19,maybe
1112,Kimberly Lambert,70,yes
1112,Kimberly Lambert,81,maybe
1112,Kimberly Lambert,104,maybe
1112,Kimberly Lambert,119,maybe
1112,Kimberly Lambert,186,maybe
1112,Kimberly Lambert,260,yes
1112,Kimberly Lambert,368,yes
1112,Kimberly Lambert,614,maybe
1112,Kimberly Lambert,632,yes
1112,Kimberly Lambert,667,yes
1112,Kimberly Lambert,787,maybe
1112,Kimberly Lambert,795,yes
1112,Kimberly Lambert,859,yes
1112,Kimberly Lambert,923,maybe
1112,Kimberly Lambert,950,maybe
1113,Cheryl Burns,70,maybe
1113,Cheryl Burns,79,yes
1113,Cheryl Burns,171,yes
1113,Cheryl Burns,185,maybe
1113,Cheryl Burns,333,maybe
1113,Cheryl Burns,360,maybe
1113,Cheryl Burns,427,maybe
1113,Cheryl Burns,480,maybe
1113,Cheryl Burns,492,maybe
1113,Cheryl Burns,516,maybe
1113,Cheryl Burns,525,maybe
1113,Cheryl Burns,571,maybe
1113,Cheryl Burns,646,yes
1113,Cheryl Burns,673,yes
1113,Cheryl Burns,718,maybe
1113,Cheryl Burns,743,maybe
1113,Cheryl Burns,782,maybe
1113,Cheryl Burns,797,maybe
1113,Cheryl Burns,816,yes
1113,Cheryl Burns,845,maybe
1113,Cheryl Burns,856,yes
1113,Cheryl Burns,910,yes
1113,Cheryl Burns,931,maybe
1113,Cheryl Burns,952,yes
1114,Johnathan Williamson,11,yes
1114,Johnathan Williamson,48,yes
1114,Johnathan Williamson,82,yes
1114,Johnathan Williamson,96,maybe
1114,Johnathan Williamson,249,maybe
1114,Johnathan Williamson,296,maybe
1114,Johnathan Williamson,377,yes
1114,Johnathan Williamson,397,yes
1114,Johnathan Williamson,410,maybe
1114,Johnathan Williamson,447,yes
1114,Johnathan Williamson,477,yes
1114,Johnathan Williamson,482,maybe
1114,Johnathan Williamson,565,maybe
1114,Johnathan Williamson,574,yes
1114,Johnathan Williamson,592,maybe
1114,Johnathan Williamson,667,yes
1114,Johnathan Williamson,670,yes
1114,Johnathan Williamson,672,maybe
1114,Johnathan Williamson,691,maybe
1114,Johnathan Williamson,795,maybe
1114,Johnathan Williamson,817,yes
1114,Johnathan Williamson,823,maybe
1114,Johnathan Williamson,864,yes
1114,Johnathan Williamson,924,yes
1114,Johnathan Williamson,987,yes
1115,Glenn Ferguson,33,maybe
1115,Glenn Ferguson,49,yes
1115,Glenn Ferguson,61,yes
1115,Glenn Ferguson,86,maybe
1115,Glenn Ferguson,95,maybe
1115,Glenn Ferguson,130,yes
1115,Glenn Ferguson,238,yes
1115,Glenn Ferguson,245,yes
1115,Glenn Ferguson,251,yes
1115,Glenn Ferguson,276,yes
1115,Glenn Ferguson,297,maybe
1115,Glenn Ferguson,431,yes
1115,Glenn Ferguson,483,yes
1115,Glenn Ferguson,507,yes
1115,Glenn Ferguson,569,yes
1115,Glenn Ferguson,579,yes
1115,Glenn Ferguson,655,yes
1115,Glenn Ferguson,679,maybe
1115,Glenn Ferguson,753,maybe
1115,Glenn Ferguson,839,maybe
1115,Glenn Ferguson,846,yes
1115,Glenn Ferguson,849,maybe
1115,Glenn Ferguson,885,yes
1115,Glenn Ferguson,948,yes
1115,Glenn Ferguson,950,yes
1115,Glenn Ferguson,960,yes
1116,Donald Harris,11,maybe
1116,Donald Harris,135,maybe
1116,Donald Harris,270,maybe
1116,Donald Harris,278,maybe
1116,Donald Harris,351,yes
1116,Donald Harris,425,yes
1116,Donald Harris,476,yes
1116,Donald Harris,484,yes
1116,Donald Harris,528,yes
1116,Donald Harris,587,maybe
1116,Donald Harris,729,yes
1116,Donald Harris,856,yes
1116,Donald Harris,882,maybe
1116,Donald Harris,894,maybe
1116,Donald Harris,926,yes
1116,Donald Harris,929,maybe
1116,Donald Harris,961,maybe
1116,Donald Harris,980,yes
1116,Donald Harris,984,maybe
1117,Eugene Wolfe,37,maybe
1117,Eugene Wolfe,61,yes
1117,Eugene Wolfe,231,yes
1117,Eugene Wolfe,247,maybe
1117,Eugene Wolfe,325,yes
1117,Eugene Wolfe,331,yes
1117,Eugene Wolfe,504,maybe
1117,Eugene Wolfe,548,maybe
1117,Eugene Wolfe,567,yes
1117,Eugene Wolfe,666,maybe
1117,Eugene Wolfe,674,yes
1117,Eugene Wolfe,717,maybe
1117,Eugene Wolfe,735,maybe
1117,Eugene Wolfe,777,yes
1117,Eugene Wolfe,800,yes
1117,Eugene Wolfe,823,maybe
1117,Eugene Wolfe,853,maybe
1117,Eugene Wolfe,858,maybe
1117,Eugene Wolfe,865,maybe
1117,Eugene Wolfe,901,yes
1117,Eugene Wolfe,925,yes
1117,Eugene Wolfe,969,yes
1119,Ryan Rivers,30,maybe
1119,Ryan Rivers,44,maybe
1119,Ryan Rivers,54,maybe
1119,Ryan Rivers,124,yes
1119,Ryan Rivers,158,maybe
1119,Ryan Rivers,181,maybe
1119,Ryan Rivers,219,maybe
1119,Ryan Rivers,309,maybe
1119,Ryan Rivers,366,maybe
1119,Ryan Rivers,395,yes
1119,Ryan Rivers,402,yes
1119,Ryan Rivers,428,yes
1119,Ryan Rivers,429,yes
1119,Ryan Rivers,685,maybe
1119,Ryan Rivers,709,maybe
1119,Ryan Rivers,745,yes
1119,Ryan Rivers,806,yes
1119,Ryan Rivers,811,yes
1119,Ryan Rivers,822,yes
1119,Ryan Rivers,860,maybe
1119,Ryan Rivers,866,yes
1119,Ryan Rivers,895,maybe
1119,Ryan Rivers,900,yes
1119,Ryan Rivers,935,yes
1120,Amy Nguyen,16,yes
1120,Amy Nguyen,75,yes
1120,Amy Nguyen,189,maybe
1120,Amy Nguyen,216,maybe
1120,Amy Nguyen,240,yes
1120,Amy Nguyen,250,yes
1120,Amy Nguyen,503,yes
1120,Amy Nguyen,513,maybe
1120,Amy Nguyen,539,maybe
1120,Amy Nguyen,665,yes
1120,Amy Nguyen,677,yes
1120,Amy Nguyen,746,maybe
1120,Amy Nguyen,772,yes
1120,Amy Nguyen,814,maybe
1120,Amy Nguyen,851,yes
1120,Amy Nguyen,893,maybe
1120,Amy Nguyen,975,maybe
1540,Jennifer Morris,4,maybe
1540,Jennifer Morris,56,maybe
1540,Jennifer Morris,73,yes
1540,Jennifer Morris,236,maybe
1540,Jennifer Morris,319,yes
1540,Jennifer Morris,321,maybe
1540,Jennifer Morris,446,yes
1540,Jennifer Morris,455,maybe
1540,Jennifer Morris,562,yes
1540,Jennifer Morris,637,maybe
1540,Jennifer Morris,716,maybe
1540,Jennifer Morris,735,yes
1540,Jennifer Morris,815,yes
1540,Jennifer Morris,824,maybe
1540,Jennifer Morris,830,yes
1540,Jennifer Morris,878,maybe
1540,Jennifer Morris,897,maybe
1540,Jennifer Morris,944,yes
1540,Jennifer Morris,963,yes
1540,Jennifer Morris,969,yes
1540,Jennifer Morris,977,maybe
1540,Jennifer Morris,997,maybe
1122,Joseph Aguirre,55,maybe
1122,Joseph Aguirre,56,yes
1122,Joseph Aguirre,111,maybe
1122,Joseph Aguirre,153,yes
1122,Joseph Aguirre,249,maybe
1122,Joseph Aguirre,255,yes
1122,Joseph Aguirre,391,yes
1122,Joseph Aguirre,403,maybe
1122,Joseph Aguirre,411,maybe
1122,Joseph Aguirre,437,maybe
1122,Joseph Aguirre,440,yes
1122,Joseph Aguirre,603,yes
1122,Joseph Aguirre,636,yes
1122,Joseph Aguirre,639,yes
1122,Joseph Aguirre,667,yes
1122,Joseph Aguirre,731,yes
1122,Joseph Aguirre,853,yes
1122,Joseph Aguirre,942,yes
1122,Joseph Aguirre,988,yes
1122,Joseph Aguirre,991,yes
2077,Tammy Thomas,13,yes
2077,Tammy Thomas,27,yes
2077,Tammy Thomas,47,maybe
2077,Tammy Thomas,53,maybe
2077,Tammy Thomas,78,maybe
2077,Tammy Thomas,95,maybe
2077,Tammy Thomas,117,maybe
2077,Tammy Thomas,126,yes
2077,Tammy Thomas,242,yes
2077,Tammy Thomas,279,yes
2077,Tammy Thomas,417,maybe
2077,Tammy Thomas,505,yes
2077,Tammy Thomas,560,yes
2077,Tammy Thomas,587,yes
2077,Tammy Thomas,614,maybe
2077,Tammy Thomas,630,yes
2077,Tammy Thomas,777,maybe
2077,Tammy Thomas,800,maybe
2077,Tammy Thomas,879,yes
2077,Tammy Thomas,894,maybe
2077,Tammy Thomas,986,yes
1125,Jesse Martin,8,yes
1125,Jesse Martin,42,yes
1125,Jesse Martin,78,yes
1125,Jesse Martin,121,yes
1125,Jesse Martin,263,maybe
1125,Jesse Martin,270,yes
1125,Jesse Martin,336,maybe
1125,Jesse Martin,340,yes
1125,Jesse Martin,397,maybe
1125,Jesse Martin,575,yes
1125,Jesse Martin,580,maybe
1125,Jesse Martin,581,yes
1125,Jesse Martin,621,maybe
1125,Jesse Martin,676,maybe
1125,Jesse Martin,716,yes
1125,Jesse Martin,729,maybe
1125,Jesse Martin,745,maybe
1125,Jesse Martin,769,yes
1125,Jesse Martin,811,yes
1125,Jesse Martin,822,maybe
1125,Jesse Martin,835,maybe
1125,Jesse Martin,850,yes
1125,Jesse Martin,925,maybe
1127,Robyn Madden,12,yes
1127,Robyn Madden,33,maybe
1127,Robyn Madden,62,yes
1127,Robyn Madden,77,maybe
1127,Robyn Madden,139,maybe
1127,Robyn Madden,194,yes
1127,Robyn Madden,278,maybe
1127,Robyn Madden,280,yes
1127,Robyn Madden,333,maybe
1127,Robyn Madden,390,yes
1127,Robyn Madden,422,yes
1127,Robyn Madden,486,yes
1127,Robyn Madden,496,yes
1127,Robyn Madden,555,yes
1127,Robyn Madden,679,maybe
1127,Robyn Madden,694,yes
1127,Robyn Madden,719,maybe
1127,Robyn Madden,790,maybe
1127,Robyn Madden,812,maybe
1127,Robyn Madden,846,yes
1127,Robyn Madden,856,yes
1127,Robyn Madden,896,yes
1127,Robyn Madden,906,maybe
1128,Amy Perez,23,maybe
1128,Amy Perez,33,maybe
1128,Amy Perez,186,yes
1128,Amy Perez,290,yes
1128,Amy Perez,321,maybe
1128,Amy Perez,381,yes
1128,Amy Perez,389,maybe
1128,Amy Perez,415,yes
1128,Amy Perez,443,yes
1128,Amy Perez,540,maybe
1128,Amy Perez,578,yes
1128,Amy Perez,592,maybe
1128,Amy Perez,631,yes
1128,Amy Perez,639,maybe
1128,Amy Perez,673,yes
1128,Amy Perez,712,maybe
1128,Amy Perez,770,yes
1128,Amy Perez,790,maybe
1128,Amy Perez,872,yes
1128,Amy Perez,959,maybe
1129,Kathleen Jackson,56,maybe
1129,Kathleen Jackson,138,yes
1129,Kathleen Jackson,168,yes
1129,Kathleen Jackson,184,yes
1129,Kathleen Jackson,415,maybe
1129,Kathleen Jackson,519,yes
1129,Kathleen Jackson,623,maybe
1129,Kathleen Jackson,680,yes
1129,Kathleen Jackson,703,yes
1129,Kathleen Jackson,787,yes
1129,Kathleen Jackson,808,maybe
1129,Kathleen Jackson,812,yes
1129,Kathleen Jackson,844,yes
1129,Kathleen Jackson,893,maybe
1130,Alicia Harrington,25,yes
1130,Alicia Harrington,40,maybe
1130,Alicia Harrington,48,maybe
1130,Alicia Harrington,110,maybe
1130,Alicia Harrington,169,maybe
1130,Alicia Harrington,174,maybe
1130,Alicia Harrington,198,maybe
1130,Alicia Harrington,375,yes
1130,Alicia Harrington,577,maybe
1130,Alicia Harrington,624,maybe
1130,Alicia Harrington,650,yes
1130,Alicia Harrington,688,yes
1130,Alicia Harrington,757,yes
1130,Alicia Harrington,806,maybe
1130,Alicia Harrington,869,maybe
1130,Alicia Harrington,875,yes
1130,Alicia Harrington,906,yes
1130,Alicia Harrington,941,maybe
1131,Anthony Thomas,24,yes
1131,Anthony Thomas,57,maybe
1131,Anthony Thomas,105,yes
1131,Anthony Thomas,138,maybe
1131,Anthony Thomas,269,yes
1131,Anthony Thomas,298,yes
1131,Anthony Thomas,463,yes
1131,Anthony Thomas,655,yes
1131,Anthony Thomas,714,maybe
1131,Anthony Thomas,799,yes
1131,Anthony Thomas,844,yes
1131,Anthony Thomas,882,maybe
1131,Anthony Thomas,890,yes
1131,Anthony Thomas,926,maybe
1132,Robert Ward,5,yes
1132,Robert Ward,13,yes
1132,Robert Ward,17,maybe
1132,Robert Ward,66,maybe
1132,Robert Ward,255,maybe
1132,Robert Ward,321,yes
1132,Robert Ward,326,yes
1132,Robert Ward,372,yes
1132,Robert Ward,380,maybe
1132,Robert Ward,433,yes
1132,Robert Ward,445,maybe
1132,Robert Ward,452,maybe
1132,Robert Ward,467,maybe
1132,Robert Ward,659,yes
1132,Robert Ward,682,maybe
1132,Robert Ward,707,maybe
1132,Robert Ward,756,yes
1132,Robert Ward,771,maybe
1132,Robert Ward,888,maybe
1133,Shannon Lee,145,yes
1133,Shannon Lee,237,maybe
1133,Shannon Lee,304,maybe
1133,Shannon Lee,530,yes
1133,Shannon Lee,540,yes
1133,Shannon Lee,587,yes
1133,Shannon Lee,594,maybe
1133,Shannon Lee,604,yes
1133,Shannon Lee,635,maybe
1133,Shannon Lee,679,maybe
1133,Shannon Lee,684,yes
1133,Shannon Lee,685,yes
1133,Shannon Lee,725,yes
1133,Shannon Lee,784,maybe
1133,Shannon Lee,884,yes
1133,Shannon Lee,934,maybe
1133,Shannon Lee,979,maybe
1134,Erica Martinez,60,yes
1134,Erica Martinez,267,yes
1134,Erica Martinez,298,maybe
1134,Erica Martinez,316,maybe
1134,Erica Martinez,336,maybe
1134,Erica Martinez,339,maybe
1134,Erica Martinez,365,maybe
1134,Erica Martinez,414,maybe
1134,Erica Martinez,424,yes
1134,Erica Martinez,495,yes
1134,Erica Martinez,502,yes
1134,Erica Martinez,508,yes
1134,Erica Martinez,511,maybe
1134,Erica Martinez,555,yes
1134,Erica Martinez,678,yes
1134,Erica Martinez,702,yes
1134,Erica Martinez,733,yes
1134,Erica Martinez,738,maybe
1134,Erica Martinez,806,yes
1134,Erica Martinez,881,yes
1134,Erica Martinez,883,yes
1134,Erica Martinez,928,maybe
1135,Brandon Clark,69,yes
1135,Brandon Clark,119,maybe
1135,Brandon Clark,124,maybe
1135,Brandon Clark,234,yes
1135,Brandon Clark,277,yes
1135,Brandon Clark,311,yes
1135,Brandon Clark,353,maybe
1135,Brandon Clark,394,maybe
1135,Brandon Clark,398,maybe
1135,Brandon Clark,429,yes
1135,Brandon Clark,450,yes
1135,Brandon Clark,522,maybe
1135,Brandon Clark,552,yes
1135,Brandon Clark,588,yes
1135,Brandon Clark,656,yes
1135,Brandon Clark,661,maybe
1135,Brandon Clark,753,yes
1135,Brandon Clark,821,maybe
1135,Brandon Clark,913,yes
1135,Brandon Clark,919,maybe
1135,Brandon Clark,969,yes
1135,Brandon Clark,972,maybe
1135,Brandon Clark,995,yes
1136,Michael Huff,26,yes
1136,Michael Huff,68,maybe
1136,Michael Huff,81,yes
1136,Michael Huff,96,maybe
1136,Michael Huff,203,maybe
1136,Michael Huff,280,yes
1136,Michael Huff,284,maybe
1136,Michael Huff,291,maybe
1136,Michael Huff,507,maybe
1136,Michael Huff,592,maybe
1136,Michael Huff,734,maybe
1136,Michael Huff,758,yes
1136,Michael Huff,788,maybe
1136,Michael Huff,823,yes
1136,Michael Huff,966,yes
1136,Michael Huff,969,maybe
1136,Michael Huff,999,maybe
1137,Kristin Haynes,9,yes
1137,Kristin Haynes,14,yes
1137,Kristin Haynes,85,maybe
1137,Kristin Haynes,118,yes
1137,Kristin Haynes,121,yes
1137,Kristin Haynes,337,maybe
1137,Kristin Haynes,373,yes
1137,Kristin Haynes,391,yes
1137,Kristin Haynes,415,yes
1137,Kristin Haynes,421,yes
1137,Kristin Haynes,544,yes
1137,Kristin Haynes,549,maybe
1137,Kristin Haynes,556,maybe
1137,Kristin Haynes,598,yes
1137,Kristin Haynes,632,maybe
1137,Kristin Haynes,785,maybe
1137,Kristin Haynes,795,yes
1137,Kristin Haynes,855,maybe
1137,Kristin Haynes,869,yes
1137,Kristin Haynes,939,maybe
1137,Kristin Haynes,974,yes
1137,Kristin Haynes,999,maybe
1138,Erica Taylor,20,yes
1138,Erica Taylor,55,yes
1138,Erica Taylor,90,yes
1138,Erica Taylor,143,yes
1138,Erica Taylor,307,yes
1138,Erica Taylor,317,maybe
1138,Erica Taylor,508,yes
1138,Erica Taylor,526,yes
1138,Erica Taylor,601,maybe
1138,Erica Taylor,643,maybe
1138,Erica Taylor,652,yes
1138,Erica Taylor,688,yes
1138,Erica Taylor,706,maybe
1138,Erica Taylor,732,maybe
1138,Erica Taylor,786,yes
1138,Erica Taylor,790,maybe
1138,Erica Taylor,797,yes
1138,Erica Taylor,837,maybe
1138,Erica Taylor,945,maybe
1139,Katrina Jimenez,6,yes
1139,Katrina Jimenez,80,maybe
1139,Katrina Jimenez,141,maybe
1139,Katrina Jimenez,153,yes
1139,Katrina Jimenez,187,yes
1139,Katrina Jimenez,249,maybe
1139,Katrina Jimenez,254,yes
1139,Katrina Jimenez,297,maybe
1139,Katrina Jimenez,365,maybe
1139,Katrina Jimenez,406,maybe
1139,Katrina Jimenez,520,yes
1139,Katrina Jimenez,559,yes
1139,Katrina Jimenez,635,yes
1139,Katrina Jimenez,681,yes
1139,Katrina Jimenez,698,yes
1139,Katrina Jimenez,707,yes
1139,Katrina Jimenez,791,yes
1139,Katrina Jimenez,860,yes
1139,Katrina Jimenez,904,maybe
1701,Scott Perez,5,yes
1701,Scott Perez,56,maybe
1701,Scott Perez,105,maybe
1701,Scott Perez,111,yes
1701,Scott Perez,138,yes
1701,Scott Perez,157,maybe
1701,Scott Perez,168,yes
1701,Scott Perez,266,maybe
1701,Scott Perez,275,maybe
1701,Scott Perez,294,yes
1701,Scott Perez,368,maybe
1701,Scott Perez,384,yes
1701,Scott Perez,395,maybe
1701,Scott Perez,531,maybe
1701,Scott Perez,549,yes
1701,Scott Perez,584,maybe
1701,Scott Perez,638,maybe
1701,Scott Perez,647,yes
1701,Scott Perez,678,maybe
1701,Scott Perez,698,yes
1701,Scott Perez,757,maybe
1701,Scott Perez,794,yes
1701,Scott Perez,802,maybe
1701,Scott Perez,817,maybe
1701,Scott Perez,896,yes
1701,Scott Perez,908,maybe
1701,Scott Perez,938,yes
1701,Scott Perez,973,yes
1701,Scott Perez,984,yes
1141,Laura Larsen,50,maybe
1141,Laura Larsen,81,yes
1141,Laura Larsen,118,maybe
1141,Laura Larsen,314,yes
1141,Laura Larsen,345,maybe
1141,Laura Larsen,359,yes
1141,Laura Larsen,480,yes
1141,Laura Larsen,612,maybe
1141,Laura Larsen,682,maybe
1141,Laura Larsen,712,maybe
1141,Laura Larsen,744,yes
1141,Laura Larsen,756,yes
1141,Laura Larsen,792,yes
1141,Laura Larsen,800,maybe
1141,Laura Larsen,826,maybe
1141,Laura Larsen,874,maybe
1141,Laura Larsen,888,yes
1141,Laura Larsen,899,yes
1141,Laura Larsen,901,yes
1141,Laura Larsen,945,maybe
1142,Robert Barnett,41,maybe
1142,Robert Barnett,49,maybe
1142,Robert Barnett,65,yes
1142,Robert Barnett,136,maybe
1142,Robert Barnett,157,maybe
1142,Robert Barnett,180,maybe
1142,Robert Barnett,190,maybe
1142,Robert Barnett,248,maybe
1142,Robert Barnett,253,yes
1142,Robert Barnett,342,yes
1142,Robert Barnett,368,yes
1142,Robert Barnett,460,maybe
1142,Robert Barnett,461,maybe
1142,Robert Barnett,630,yes
1142,Robert Barnett,682,maybe
1142,Robert Barnett,728,yes
1142,Robert Barnett,814,yes
1142,Robert Barnett,895,maybe
1142,Robert Barnett,914,maybe
1142,Robert Barnett,933,maybe
1142,Robert Barnett,981,yes
1143,Michael Hines,6,maybe
1143,Michael Hines,7,maybe
1143,Michael Hines,55,maybe
1143,Michael Hines,96,maybe
1143,Michael Hines,126,maybe
1143,Michael Hines,168,yes
1143,Michael Hines,243,maybe
1143,Michael Hines,244,maybe
1143,Michael Hines,277,maybe
1143,Michael Hines,293,maybe
1143,Michael Hines,306,yes
1143,Michael Hines,428,yes
1143,Michael Hines,508,yes
1143,Michael Hines,528,yes
1143,Michael Hines,619,maybe
1143,Michael Hines,756,maybe
1143,Michael Hines,852,yes
1143,Michael Hines,893,yes
1143,Michael Hines,902,maybe
1143,Michael Hines,948,yes
1143,Michael Hines,972,maybe
1144,Zachary Roberts,39,maybe
1144,Zachary Roberts,103,yes
1144,Zachary Roberts,191,maybe
1144,Zachary Roberts,260,maybe
1144,Zachary Roberts,297,yes
1144,Zachary Roberts,348,maybe
1144,Zachary Roberts,354,maybe
1144,Zachary Roberts,424,yes
1144,Zachary Roberts,520,yes
1144,Zachary Roberts,578,yes
1144,Zachary Roberts,631,maybe
1144,Zachary Roberts,671,maybe
1144,Zachary Roberts,722,yes
1144,Zachary Roberts,728,maybe
1144,Zachary Roberts,762,yes
1144,Zachary Roberts,767,yes
1144,Zachary Roberts,825,yes
1144,Zachary Roberts,862,yes
1144,Zachary Roberts,896,yes
1144,Zachary Roberts,933,maybe
1144,Zachary Roberts,938,yes
1144,Zachary Roberts,954,maybe
1145,Eric Patterson,3,maybe
1145,Eric Patterson,11,yes
1145,Eric Patterson,35,maybe
1145,Eric Patterson,54,yes
1145,Eric Patterson,171,yes
1145,Eric Patterson,317,yes
1145,Eric Patterson,368,yes
1145,Eric Patterson,480,yes
1145,Eric Patterson,484,maybe
1145,Eric Patterson,510,maybe
1145,Eric Patterson,530,maybe
1145,Eric Patterson,547,maybe
1145,Eric Patterson,691,yes
1145,Eric Patterson,762,maybe
1145,Eric Patterson,793,maybe
1145,Eric Patterson,810,maybe
1145,Eric Patterson,905,yes
1145,Eric Patterson,964,yes
1146,Amy Hansen,11,maybe
1146,Amy Hansen,29,maybe
1146,Amy Hansen,195,maybe
1146,Amy Hansen,247,maybe
1146,Amy Hansen,346,yes
1146,Amy Hansen,359,maybe
1146,Amy Hansen,406,yes
1146,Amy Hansen,449,maybe
1146,Amy Hansen,454,maybe
1146,Amy Hansen,472,yes
1146,Amy Hansen,558,maybe
1146,Amy Hansen,559,yes
1146,Amy Hansen,586,yes
1146,Amy Hansen,592,maybe
1146,Amy Hansen,597,yes
1146,Amy Hansen,623,maybe
1146,Amy Hansen,663,maybe
1146,Amy Hansen,708,maybe
1146,Amy Hansen,752,yes
1146,Amy Hansen,802,yes
1146,Amy Hansen,836,yes
1147,Joseph Hansen,121,maybe
1147,Joseph Hansen,196,maybe
1147,Joseph Hansen,206,yes
1147,Joseph Hansen,256,yes
1147,Joseph Hansen,330,maybe
1147,Joseph Hansen,354,yes
1147,Joseph Hansen,394,yes
1147,Joseph Hansen,412,yes
1147,Joseph Hansen,420,yes
1147,Joseph Hansen,422,yes
1147,Joseph Hansen,467,maybe
1147,Joseph Hansen,475,maybe
1147,Joseph Hansen,480,maybe
1147,Joseph Hansen,624,yes
1147,Joseph Hansen,670,maybe
1147,Joseph Hansen,671,maybe
1147,Joseph Hansen,718,yes
1147,Joseph Hansen,732,maybe
1147,Joseph Hansen,759,maybe
1147,Joseph Hansen,768,maybe
1147,Joseph Hansen,826,maybe
1147,Joseph Hansen,829,maybe
1147,Joseph Hansen,854,maybe
1147,Joseph Hansen,923,yes
1147,Joseph Hansen,933,maybe
1147,Joseph Hansen,948,yes
1148,Alejandra Anderson,44,maybe
1148,Alejandra Anderson,56,yes
1148,Alejandra Anderson,73,yes
1148,Alejandra Anderson,127,yes
1148,Alejandra Anderson,190,maybe
1148,Alejandra Anderson,197,yes
1148,Alejandra Anderson,300,yes
1148,Alejandra Anderson,342,yes
1148,Alejandra Anderson,347,yes
1148,Alejandra Anderson,349,maybe
1148,Alejandra Anderson,363,yes
1148,Alejandra Anderson,460,maybe
1148,Alejandra Anderson,496,maybe
1148,Alejandra Anderson,500,maybe
1148,Alejandra Anderson,501,yes
1148,Alejandra Anderson,600,maybe
1148,Alejandra Anderson,626,maybe
1148,Alejandra Anderson,686,maybe
1148,Alejandra Anderson,769,maybe
1148,Alejandra Anderson,787,maybe
1148,Alejandra Anderson,813,maybe
1148,Alejandra Anderson,900,yes
1148,Alejandra Anderson,922,yes
1149,Thomas Ramirez,4,maybe
1149,Thomas Ramirez,16,maybe
1149,Thomas Ramirez,101,maybe
1149,Thomas Ramirez,123,yes
1149,Thomas Ramirez,138,maybe
1149,Thomas Ramirez,302,yes
1149,Thomas Ramirez,325,yes
1149,Thomas Ramirez,374,yes
1149,Thomas Ramirez,376,yes
1149,Thomas Ramirez,384,yes
1149,Thomas Ramirez,711,yes
1149,Thomas Ramirez,758,yes
1149,Thomas Ramirez,769,yes
1149,Thomas Ramirez,786,yes
1149,Thomas Ramirez,865,yes
1149,Thomas Ramirez,903,yes
1149,Thomas Ramirez,976,yes
1150,Raymond Oconnell,24,yes
1150,Raymond Oconnell,29,maybe
1150,Raymond Oconnell,69,maybe
1150,Raymond Oconnell,81,maybe
1150,Raymond Oconnell,83,yes
1150,Raymond Oconnell,140,maybe
1150,Raymond Oconnell,147,yes
1150,Raymond Oconnell,180,maybe
1150,Raymond Oconnell,183,maybe
1150,Raymond Oconnell,268,yes
1150,Raymond Oconnell,281,maybe
1150,Raymond Oconnell,389,yes
1150,Raymond Oconnell,495,maybe
1150,Raymond Oconnell,525,yes
1150,Raymond Oconnell,590,yes
1150,Raymond Oconnell,621,yes
1150,Raymond Oconnell,670,yes
1150,Raymond Oconnell,714,maybe
1150,Raymond Oconnell,742,maybe
1150,Raymond Oconnell,811,yes
1150,Raymond Oconnell,851,yes
1150,Raymond Oconnell,868,yes
1151,Jeffrey Williams,63,maybe
1151,Jeffrey Williams,77,yes
1151,Jeffrey Williams,203,maybe
1151,Jeffrey Williams,230,yes
1151,Jeffrey Williams,295,yes
1151,Jeffrey Williams,430,yes
1151,Jeffrey Williams,452,yes
1151,Jeffrey Williams,515,yes
1151,Jeffrey Williams,541,yes
1151,Jeffrey Williams,612,maybe
1151,Jeffrey Williams,624,yes
1151,Jeffrey Williams,636,yes
1151,Jeffrey Williams,647,maybe
1151,Jeffrey Williams,723,yes
1151,Jeffrey Williams,729,maybe
1151,Jeffrey Williams,771,yes
1151,Jeffrey Williams,842,yes
1151,Jeffrey Williams,934,maybe
1152,Tammy Wilson,15,yes
1152,Tammy Wilson,41,yes
1152,Tammy Wilson,98,maybe
1152,Tammy Wilson,123,maybe
